最近的美術館距離,最近的美術館,最近的公車站距離,最近的公車站,最近的便利商店距離,最近的便利商店,最近的百貨公司距離,最近的百貨公司,最近的交流道距離,最近的交流道,最近的高鐵站距離,最近的高鐵站,最近的圖書館距離,最近的圖書館,最近的超市距離,最近的超市,最近的電影院距離,最近的電影院,最近的捷運站距離,最近的捷運站,最近的博物館距離,最近的博物館,最近的夜市距離,最近的夜市,最近的學校距離,最近的學校,最近的商圈距離,最近的商圈,最近的菜市場距離,最近的菜市場,最近的火車站距離,最近的火車站
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16298,桃園市立兒童美術館,13002,桃園公車站,11342,全家便利商店 桃園榮運店,1023,GLORIA OUTLETS華泰名品城,7493,大園交流道,6645,高鐵桃園站,13305,桃園市立圖書館 總館,13418,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14806,桃園統領威秀影城,548,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）",12297,國立歷史博物館桃園二期Ｃ站分部,23507,八德興仁花園夜市,12552,桃園市私立康萊爾雙語中小學,7635,中平商圈徒步區,12300,南崁菜市場,536,"機場捷運A18高鐵桃園站(這是機場捷運,不要打錯電話）"
16774,桃園市立兒童美術館,13478,桃園公車站,11818,全家便利商店 桃園榮運店,1684,GLORIA OUTLETS華泰名品城,7769,大園交流道,5650,高鐵桃園站,13782,桃園市立圖書館 總館,13894,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,15282,桃園統領威秀影城,1007,桃園,12773,國立歷史博物館桃園二期Ｃ站分部,13472,八德興仁花園夜市,13028,桃園市私立康萊爾雙語中小學,6640,中平商圈徒步區,12776,南崁菜市場,1007,桃園
16774,桃園市立兒童美術館,13478,桃園公車站,11818,全家便利商店 桃園榮運店,1684,GLORIA OUTLETS華泰名品城,7769,大園交流道,5650,高鐵桃園站,13782,桃園市立圖書館 總館,13894,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,15282,桃園統領威秀影城,1007,桃園,12773,國立歷史博物館桃園二期Ｃ站分部,13472,八德興仁花園夜市,13028,桃園市私立康萊爾雙語中小學,6640,中平商圈徒步區,12776,南崁菜市場,1007,桃園
10197,桃園市立兒童美術館,9599,桃園公車站,11567,全家便利(八德瑞祥店),924,遠東SOGO 中壢店,12555,交流道,2940,高鐵桃園站,17609,桃園市立圖書館 總館,17386,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,11147,桃園統領威秀影城,1168,A21 環北站,17362,大溪木藝生態博物館,8498,八德興仁花園夜市,16855,桃園市私立康萊爾雙語中小學,1005,中平商圈徒步區,16938,南崁菜市場,1168,A21 環北站
4589,橫山書法藝術館,3383,高鐵桃園站,5041,全家便利商店 中壢環北店,4672,GLORIA OUTLETS華泰名品城,12252,交流道,3383,高鐵桃園站,6094,桃園市立圖書館中壢分館,9444,家樂福超市中壢成章1店,13251,美麗新台茂影城,1924,桃園體育園區,15946,國立歷史博物館桃園二期Ｃ站分部,13159,八德興仁花園夜市,16200,桃園市私立康萊爾雙語中小學,6307,中平商圈徒步區,15949,南崁菜市場,1924,桃園體育園區
4589,橫山書法藝術館,3383,高鐵桃園站,5041,全家便利商店 中壢環北店,4672,GLORIA OUTLETS華泰名品城,12252,交流道,3383,高鐵桃園站,6094,桃園市立圖書館中壢分館,9444,家樂福超市中壢成章1店,13251,美麗新台茂影城,1924,桃園體育園區,15946,國立歷史博物館桃園二期Ｃ站分部,13159,八德興仁花園夜市,16200,桃園市私立康萊爾雙語中小學,6307,中平商圈徒步區,15949,南崁菜市場,1924,桃園體育園區
4589,橫山書法藝術館,3383,高鐵桃園站,5041,全家便利商店 中壢環北店,4672,GLORIA OUTLETS華泰名品城,12252,交流道,3383,高鐵桃園站,6094,桃園市立圖書館中壢分館,9444,家樂福超市中壢成章1店,13251,美麗新台茂影城,1924,桃園體育園區,15946,國立歷史博物館桃園二期Ｃ站分部,13159,八德興仁花園夜市,16200,桃園市私立康萊爾雙語中小學,6307,中平商圈徒步區,15949,南崁菜市場,1924,桃園體育園區
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16174,桃園市立兒童美術館,12878,桃園公車站,11218,全家便利商店 桃園榮運店,899,GLORIA OUTLETS華泰名品城,7369,大園交流道,6425,高鐵桃園站,13181,桃園市立圖書館 總館,13294,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14682,桃園統領威秀影城,953,桃園,12173,國立歷史博物館桃園二期Ｃ站分部,23383,八德興仁花園夜市,12428,桃園市私立康萊爾雙語中小學,7415,中平商圈徒步區,12176,南崁菜市場,953,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16200,桃園市立兒童美術館,12904,桃園公車站,11244,全家便利商店 桃園榮運店,861,GLORIA OUTLETS華泰名品城,7330,大園交流道,6240,高鐵桃園站,13207,桃園市立圖書館 總館,13320,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14708,桃園統領威秀影城,1577,桃園,8005,中央大學崑曲博物館,23409,八德興仁花園夜市,12454,桃園市私立康萊爾雙語中小學,7230,中平商圈徒步區,12202,南崁菜市場,1577,桃園
16147,桃園市立兒童美術館,12851,桃園公車站,11191,全家便利商店 桃園榮運店,872,GLORIA OUTLETS華泰名品城,7342,大園交流道,6850,高鐵桃園站,13155,桃園市立圖書館 總館,13267,家樂福超市桃園中正店Carrefour Market Taoyuan Zhong Zheng Store,14656,桃園統領威秀影城,1608,領航站,12146,國立歷史博物館桃園二期Ｃ站分部,23356,八德興仁花園夜市,12401,桃園市私立康萊爾雙語中小學,7840,中平商圈徒步區,12150,南崁菜市場,1608,領航站
